Date,Close,Open,Low,High,Volume,Return,Range,HL_ratio
2010-03-19,3219.50188185835,3308.932489687749,3219.50188185835,3308.932489687749,161150.0,-0.0181818181818183,89.43060782939892,0.027777777777777877
2010-03-22,3368.5528949073478,3368.5528949073478,3368.5528949073478,3368.5528949073478,103830.0,0.04629629629629628,0.0,0.0
2010-03-23,3517.603907956345,3457.9835027367462,3398.3630975171473,3517.603907956345,623330.0,0.044247787610619316,119.24081043919796,0.03389830508474571
2010-03-24,3457.9835027367462,3547.4141105661447,3398.3630975171473,3547.4141105661447,184340.0,-0.016949152542372836,149.05101304899745,0.043103448275862
2010-03-25,3428.1733001269467,3457.9835027367462,3338.7426922975483,3457.9835027367462,117710.0,-0.008620689655172376,119.24081043919796,0.03478260869565212
2010-03-26,3428.1733001269467,3368.5528949073478,3308.932489687749,3428.1733001269467,173340.0,0.0,119.24081043919796,0.03478260869565212
2010-03-29,3457.9835027367462,3398.3630975171473,3368.5528949073478,3487.7937053465457,254430.0,0.008695652173912993,119.24081043919796,0.0344827586206896
2010-03-30,3428.1733001269467,3398.3630975171473,3398.3630975171473,3487.7937053465457,163560.0,-0.008620689655172376,89.43060782939847,0.026086956521739087
2010-03-31,3457.9835027367462,3428.1733001269467,3398.3630975171473,3487.7937053465457,124280.0,0.008695652173912993,89.43060782939847,0.0258620689655172
2010-04-01,3487.7937053465457,3457.9835027367462,3428.1733001269467,3517.603907956345,95420.0,0.008620689655172376,89.43060782939847,0.025641025641025602
2010-04-02,3487.7937053465457,3517.603907956345,3457.9835027367462,3517.603907956345,91810.0,0.0,59.62040521959898,0.017094017094017068
2010-04-05,3636.8447183955436,3517.603907956345,3487.7937053465457,3636.8447183955436,329860.0,0.042735042735042805,149.0510130489979,0.04098360655737711
2010-04-06,3696.4651236151426,3756.0855288347416,3696.4651236151426,3815.7059340543406,463200.0,0.016393442622950838,119.24081043919796,0.03225806451612898
2010-04-07,3726.275326224942,3696.4651236151426,3636.8447183955436,3756.0855288347416,187120.0,0.008064516129032251,119.24081043919796,0.03199999999999995
2010-04-08,3607.034515785744,3726.275326224942,3607.034515785744,3756.0855288347416,128320.0,-0.03199999999999992,149.05101304899745,0.04132231404958671
2010-04-09,3636.8447183955436,3636.8447183955436,3607.034515785744,3636.8447183955436,109390.0,0.008264462809917328,29.81020260979949,0.008196721311475396
2010-04-12,3636.8447183955436,3636.8447183955436,3636.8447183955436,3636.8447183955436,256740.0,0.0,0.0,0.0
2010-04-13,3636.8447183955436,3636.8447183955436,3636.8447183955436,3666.654921005343,65530.0,0.0,29.81020260979949,0.008196721311475396
2010-04-14,3607.034515785744,3636.8447183955436,3607.034515785744,3636.8447183955436,72670.0,-0.008196721311475419,29.81020260979949,0.008264462809917342
2010-04-15,3666.654921005343,3607.034515785744,3607.034515785744,3666.654921005343,73450.0,0.016528925619834656,59.62040521959898,0.01626016260162599
2010-04-16,3607.034515785744,3666.654921005343,3607.034515785744,3666.654921005343,70510.0,-0.016260162601625994,59.62040521959898,0.016528925619834683
2010-04-19,3547.4141105661447,3577.2243131759446,3547.4141105661447,3607.034515785744,111930.0,-0.016528925619834767,59.620405219599434,0.016806722689075734
2010-04-20,3517.603907956345,3547.4141105661447,3517.603907956345,3577.2243131759446,68980.0,-0.008403361344537785,59.620405219599434,0.016949152542372985
2010-04-21,3666.654921005343,3577.2243131759446,3577.2243131759446,3666.654921005343,264130.0,0.04237288135593231,89.43060782939847,0.024390243902438984
2010-04-22,3696.7094695381907,3846.9822122023447,3696.7094695381907,3846.9822122023447,195570.0,0.00819672131147997,150.27274266415407,0.04065040650406503
2010-04-26,3696.7094695381907,3666.65492100536,3606.545823939698,3696.7094695381907,131480.0,0.0,90.16364559849262,0.02439024390243907
2010-04-27,3666.65492100536,3696.7094695381907,3636.600372472529,3696.7094695381907,62710.0,-0.008130081300812941,60.109097065661445,0.01639344262295077
2010-04-28,3636.600372472529,3636.600372472529,3606.545823939698,3666.65492100536,64250.0,-0.008196721311475419,60.1090970656619,0.01652892561983478
2010-04-29,3636.600372472529,3636.600372472529,3606.545823939698,3666.65492100536,48270.0,0.0,60.1090970656619,0.01652892561983478
2010-05-04,3666.65492100536,3636.600372472529,3636.600372472529,3666.65492100536,42660.0,0.008264462809917328,30.054548532830722,0.008196721311475384
2010-05-05,3606.545823939698,3636.600372472529,3606.545823939698,3636.600372472529,161520.0,-0.016393442622950838,30.054548532831177,0.008333333333333434
2010-05-06,3696.7094695381907,3606.545823939698,3606.545823939698,3756.8185666038526,221790.0,0.025000000000000133,150.27274266415452,0.04065040650406516
2010-05-07,3606.545823939698,3636.600372472529,3606.545823939698,3696.7094695381907,153640.0,-0.024390243902439046,90.16364559849262,0.025000000000000046
2010-05-10,3576.4912754068673,3576.4912754068673,3546.4367268740366,3606.545823939698,77280.0,-0.008333333333333304,60.109097065661445,0.016806722689075577
2010-05-11,3606.545823939698,3576.4912754068673,3546.4367268740366,3606.545823939698,103840.0,0.008403361344537785,60.109097065661445,0.016666666666666614
2010-05-12,3546.4367268740366,3546.4367268740366,3516.382178341206,3546.4367268740366,116500.0,-0.016666666666666607,30.054548532830722,0.008474576271186413
2010-05-13,3546.4367268740366,3516.382178341206,3516.382178341206,3606.545823939698,110730.0,0.0,90.16364559849217,0.02542372881355924
2010-05-14,3516.382178341206,3606.545823939698,3516.382178341206,3606.545823939698,50660.0,-0.008474576271186418,90.16364559849217,0.025641025641025557
2010-05-17,3456.273081275544,3516.382178341206,3456.273081275544,3516.382178341206,52790.0,-0.017094017094017144,60.1090970656619,0.017391304347826163
2010-05-18,3456.273081275544,3426.2185327427133,3426.2185327427133,3456.273081275544,49410.0,0.0,30.054548532830722,0.008695652173913016
2010-05-19,3336.054887144221,3396.1639842098825,3336.054887144221,3426.2185327427133,84280.0,-0.034782608695652084,90.16364559849217,0.02702702702702694
2010-05-20,3486.327629808375,3306.00033861139,3306.00033861139,3486.327629808375,51460.0,0.04504504504504503,180.32729119698524,0.05172413793103457
2010-05-21,3336.054887144221,3336.054887144221,3336.054887144221,3426.2185327427133,248310.0,-0.0431034482758621,90.16364559849217,0.02702702702702694
2010-05-24,3396.1639842098825,3396.1639842098825,3306.00033861139,3396.1639842098825,25110.0,0.018018018018018056,90.16364559849262,0.02654867256637173
2010-05-25,3396.1639842098825,3396.1639842098825,3396.1639842098825,3456.273081275544,77980.0,0.0,60.109097065661445,0.017699115044247732
2010-05-26,3426.2185327427133,3426.2185327427133,3396.1639842098825,3456.273081275544,150280.0,0.008849557522123908,60.109097065661445,0.01754385964912275
2010-05-27,3486.327629808375,3336.054887144221,3336.054887144221,3486.327629808375,124320.0,0.01754385964912286,150.27274266415407,0.04310344827586206
2010-05-28,3546.4367268740366,3546.4367268740366,3516.382178341206,3576.4912754068673,116680.0,0.01724137931034475,60.109097065661445,0.016949152542372826
2010-05-31,3486.327629808375,3576.4912754068673,3486.327629808375,3576.4912754068673,9900.0,-0.016949152542372836,90.16364559849217,0.025862068965517158
2010-06-01,3516.382178341206,3426.2185327427133,3426.2185327427133,3516.382178341206,21150.0,0.008620689655172376,90.16364559849262,0.02564102564102569
2010-06-02,3456.273081275544,3486.327629808375,3456.273081275544,3486.327629808375,33830.0,-0.017094017094017144,30.054548532831177,0.008695652173913148
2010-06-03,3456.273081275544,3456.273081275544,3456.273081275544,3486.327629808375,142680.0,0.0,30.054548532831177,0.008695652173913148
2010-06-04,3546.4367268740366,3546.4367268740366,3546.4367268740366,3606.545823939698,349190.0,0.026086956521739202,60.109097065661445,0.016949152542372826
2010-06-07,3516.382178341206,3546.4367268740366,3486.327629808375,3546.4367268740366,30300.0,-0.008474576271186418,60.109097065661445,0.01709401709401704
2010-06-08,3516.382178341206,3456.273081275544,3456.273081275544,3546.4367268740366,35560.0,0.0,90.16364559849262,0.02564102564102569
2010-06-09,3546.4367268740366,3546.4367268740366,3516.382178341206,3576.4912754068673,63070.0,0.008547008547008517,60.109097065661445,0.016949152542372826
2010-06-10,3546.4367268740366,3546.4367268740366,3516.382178341206,3546.4367268740366,251470.0,0.0,30.054548532830722,0.008474576271186413
2010-06-11,3546.4367268740366,3576.4912754068673,3546.4367268740366,3576.4912754068673,181460.0,0.0,30.054548532830722,0.008474576271186413
2010-06-14,3486.327629808375,3546.4367268740366,3486.327629808375,3546.4367268740366,57720.0,-0.016949152542372836,60.109097065661445,0.017241379310344772
2010-06-15,3546.4367268740366,3516.382178341206,3486.327629808375,3546.4367268740366,72430.0,0.01724137931034475,60.109097065661445,0.016949152542372826
2010-06-16,3546.4367268740366,3546.4367268740366,3516.382178341206,3576.4912754068673,221590.0,0.0,60.109097065661445,0.016949152542372826
2010-06-17,3546.4367268740366,3516.382178341206,3516.382178341206,3546.4367268740366,138390.0,0.0,30.054548532830722,0.008474576271186413
2010-06-18,3546.4367268740366,3546.4367268740366,3546.4367268740366,3546.4367268740366,134640.0,0.0,0.0,0.0
2010-06-21,3546.4367268740366,3516.382178341206,3516.382178341206,3546.4367268740366,143830.0,0.0,30.054548532830722,0.008474576271186413
2010-06-22,3546.436726874031,3546.436726874031,3516.3821783412004,3546.436726874031,203240.0,-1.5543122344752192e-15,30.054548532830722,0.008474576271186427
2010-06-23,3597.529459379849,3471.3003555419596,3471.3003555419596,3651.6276467389443,104180.0,0.014406779661018554,180.3272911969848,0.05012531328320799
2010-06-24,3471.3003555419596,3606.545823939698,3471.3003555419596,3606.545823939698,89740.0,-0.03508771929824561,135.24546839773848,0.038961038961038905
2010-06-25,3426.2185327427133,3453.267626422261,3426.2185327427133,3516.3821783412054,74000.0,-0.012987012987012991,90.16364559849217,0.026315789473684126
2010-06-28,3561.4640011404517,3426.2185327427133,3408.1858036230146,3561.4640011404517,87200.0,0.03947368421052633,153.2781975174371,0.04303797468354428
2010-06-29,3606.545823939698,3606.545823939698,3516.3821783412054,3606.545823939698,173630.0,0.012658227848101333,90.16364559849262,0.025000000000000046
2010-06-30,3444.251261862412,3480.3167201018086,3444.251261862412,3498.3494492215073,101720.0,-0.04499999999999993,54.09818735909539,0.015706806282722488
2010-07-01,3462.28399098211,3435.2348973025623,3426.2185327427133,3471.3003555419596,177140.0,0.005235602094240788,45.08182279924631,0.013020833333333358
2010-07-02,3561.4640011404517,3507.3658137813563,3435.2348973025623,3561.4640011404517,202530.0,0.02864583333333326,126.2291038378894,0.03544303797468354
2010-07-05,3588.5130948199994,3516.3821783412054,3507.3658137813563,3588.5130948199994,107250.0,0.0075949367088608,81.14728103864309,0.022613065326633132
2010-07-06,3552.4476365806026,3543.431272020753,3507.3658137813563,3552.4476365806026,41050.0,-0.01005025125628134,45.08182279924631,0.012690355329949263
2010-07-07,3435.2348973025623,3516.3821783412054,3435.2348973025623,3516.3821783412054,64290.0,-0.032994923857868064,81.14728103864309,0.023622047244094453
2010-07-08,3408.1858036230146,3507.3658137813563,3408.1858036230146,3507.3658137813563,81210.0,-0.007874015748031482,99.1800101583417,0.029100529100529102
2010-07-09,3453.267626422261,3498.3494492215073,3444.251261862412,3498.3494492215073,47760.0,0.013227513227513255,54.09818735909539,0.015665796344647497
2010-07-12,3462.28399098211,3444.251261862412,3426.2185327427133,3462.28399098211,77390.0,0.0026109660574411553,36.065458239396776,0.010416666666666607
2010-07-13,3507.3658137813563,3471.3003555419596,3462.28399098211,3507.3658137813563,93900.0,0.01302083333333326,45.08182279924631,0.01285347043701802
2010-07-14,3471.3003555419596,3498.3494492215073,3471.3003555419596,3516.3821783412054,27180.0,-0.010282776349614386,45.081822799245856,0.01298701298701288
2010-07-15,3471.3003555419596,3471.3003555419596,3471.3003555419596,3498.3494492215073,57360.0,0.0,27.049093679547696,0.00779220779220778
2010-07-16,3498.3494492215073,3498.3494492215073,3471.3003555419596,3498.3494492215073,79350.0,0.007792207792207684,27.049093679547696,0.007731958762886586
2010-07-19,3498.3494492215073,3498.3494492215073,3489.3330846616577,3498.3494492215073,35820.0,0.0,9.016364559849535,0.0025773195876289488
2010-07-20,3444.251261862412,3462.28399098211,3444.251261862412,3471.3003555419596,34970.0,-0.015463917525773141,27.049093679547696,0.007853403141361244
2010-07-21,3426.2185327427133,3435.2348973025623,3426.2185327427133,3462.28399098211,18610.0,-0.005235602094240899,36.065458239396776,0.010526315789473625
2010-07-22,3390.153074503316,3426.2185327427133,3390.153074503316,3426.2185327427133,26430.0,-0.010526315789473717,36.06545823939723,0.0106382978723405
2010-07-23,3381.136709943467,3390.153074503316,3372.120345383618,3426.2185327427133,30650.0,-0.0026595744680850686,54.09818735909539,0.015999999999999976
2010-07-26,3363.1039808237683,3381.136709943467,3363.1039808237683,3381.136709943467,17300.0,-0.005333333333333412,18.032729119698615,0.005361930294906204
2010-07-27,3290.9730643449743,3363.1039808237683,3290.9730643449743,3381.136709943467,23580.0,-0.02144772117962468,90.16364559849262,0.027397260273972657
2010-07-28,3245.8912415457285,3336.0548871442206,3245.8912415457285,3336.0548871442206,10760.0,-0.013698630136986245,90.16364559849217,0.02777777777777769
2010-07-29,3227.85851242603,3245.8912415457285,3227.85851242603,3254.9076061055775,20320.0,-0.005555555555555647,27.049093679547696,0.008379888268156412
2010-07-30,3209.8257833063312,3200.809418746482,3200.809418746482,3245.8912415457285,25920.0,-0.005586592178770999,45.08182279924631,0.014044943820224746
2010-08-02,3209.8257833063312,3209.8257833063312,3209.8257833063312,3218.8421478661803,11010.0,0.0,9.01636455984908,0.0028089887640448926
2010-08-03,3200.809418746482,3245.8912415457285,3200.809418746482,3245.8912415457285,16210.0,-0.002808988764044895,45.08182279924631,0.014084507042253547
2010-08-04,3128.678502267688,3200.809418746482,3101.6294085881404,3200.809418746482,11290.0,-0.022535211267605604,99.1800101583417,0.03170028818443804
2010-08-05,3074.5803149085928,3083.596679468442,3074.5803149085928,3155.727595947236,27070.0,-0.01729106628242072,81.14728103864309,0.026392961876832804
2010-08-06,3065.563950348743,3074.5803149085928,3038.5148566691955,3074.5803149085928,8250.0,-0.0029325513196482023,36.06545823939723,0.011764705882353023
2010-08-09,2939.334846510854,3065.563950348743,2939.334846510854,3065.563950348743,12940.0,-0.04117647058823526,126.2291038378894,0.04294478527607361
2010-08-10,2813.1057426729644,2885.2366591517584,2795.073013553266,2885.2366591517584,48370.0,-0.042944785276073594,90.16364559849262,0.03205128205128211
2010-08-11,2849.1712009123617,2813.1057426729644,2813.1057426729644,2930.3184819510047,25480.0,0.012820512820512997,117.21273927804032,0.04113924050632916
2010-08-12,2713.9257325146227,2795.073013553266,2713.9257325146227,2804.0893781131153,94100.0,-0.04746835443037978,90.16364559849262,0.03322259136212631
2010-08-13,2749.99119075402,2713.9257325146227,2704.9093679547736,2749.99119075402,56620.0,0.013289036544850585,45.08182279924631,0.01639344262295085
2010-08-16,2885.2366591517584,2876.2202945919094,2849.1712009123617,2885.2366591517584,42540.0,0.04918032786885229,36.065458239396776,0.01249999999999993
2010-08-17,2975.400304750251,2966.3839401904015,2840.154836352512,2975.400304750251,36480.0,0.03125,135.24546839773893,0.04545454545454554
2010-08-18,2840.154836352512,2975.400304750251,2840.154836352512,2975.400304750251,15200.0,-0.045454545454545525,135.24546839773893,0.047619047619047714
2010-08-19,2876.2202945919094,2840.154836352512,2840.154836352512,2885.2366591517584,23830.0,0.012698412698412875,45.08182279924631,0.0156739811912226
2010-08-20,2975.400304750251,2840.154836352512,2813.1057426729644,2975.400304750251,40120.0,0.034482758620689724,162.29456207728663,0.05454545454545461
2010-08-23,2867.20393003206,2885.2366591517584,2867.20393003206,2903.269388271457,11100.0,-0.03636363636363649,36.06545823939723,0.012578616352201345
2010-08-24,2740.9748261941704,2813.1057426729644,2731.9584616343213,2813.1057426729644,100560.0,-0.04402515723270439,81.14728103864309,0.029605263157894694
2010-08-25,2650.8111805956783,2659.8275451555273,2623.7620869161306,2677.860274275226,79290.0,-0.0328947368421052,54.09818735909539,0.02040816326530609
2010-08-26,2777.0402844335676,2704.9093679547736,2704.9093679547736,2777.0402844335676,149060.0,0.04761904761904767,72.130916478794,0.02597402597402599
2010-08-27,2885.2366591517584,2668.8439097153764,2668.8439097153764,2894.2530237116075,50190.0,0.03896103896103886,225.4091139962311,0.07812499999999999
2010-08-30,3029.4984921093464,2975.400304750251,2975.400304750251,3029.4984921093464,109910.0,0.050000000000000044,54.09818735909539,0.017857142857142832
2010-08-31,3155.727595947236,3083.596679468442,3029.4984921093464,3155.727595947236,175300.0,0.04166666666666674,126.2291038378894,0.03999999999999999
2010-09-01,3155.727595947236,3155.727595947236,3074.5803149085928,3155.727595947236,71670.0,0.0,81.14728103864309,0.025714285714285676
2010-09-06,3245.8912415457285,3272.940335225276,3236.874876985879,3272.940335225276,60390.0,0.028571428571428692,36.06545823939723,0.011111111111111188
2010-09-07,3227.85851242603,3245.8912415457285,3218.8421478661803,3245.8912415457285,47490.0,-0.005555555555555647,27.04909367954815,0.008379888268156553
2010-09-08,3200.809418746482,3155.727595947236,3110.6457731479895,3200.809418746482,105800.0,-0.008379888268156388,90.16364559849262,0.028169014084507095
2010-09-09,3218.8421478661803,3236.874876985879,3200.809418746482,3245.8912415457285,52000.0,0.005633802816901401,45.08182279924631,0.014005602240896385
2010-09-10,3155.727595947236,3236.874876985879,3155.727595947236,3236.874876985879,65630.0,-0.019607843137254832,81.14728103864309,0.025714285714285676
2010-09-13,3083.596679468442,3200.809418746482,3056.547585788894,3200.809418746482,56140.0,-0.02285714285714291,144.261832957588,0.046783625730994184
2010-09-14,3110.6457731479895,3200.809418746482,3065.563950348743,3200.809418746482,47330.0,0.00877192982456143,135.24546839773893,0.0434782608695653
2010-09-15,3138.5023024597726,3203.50087085391,3110.6457731479995,3203.50087085391,51860.0,0.008955223880600327,92.85509770591034,0.029585798816568018
2010-09-16,3147.7878122303637,3138.5023024597726,3129.2167926891816,3175.6443415421368,15530.0,0.002958579881656709,46.42754885295517,0.014749262536873142
2010-09-17,3157.0733220009547,3277.7849490186386,3147.7878122303637,3277.7849490186386,47210.0,0.002949852507374562,129.99713678827493,0.0411764705882354
2010-09-20,3203.50087085391,3092.0747536068175,3092.0747536068175,3203.50087085391,44820.0,0.014705882352941124,111.4261172470924,0.03478260869565214
2010-09-21,3064.2182242950444,3175.6443415421368,3064.2182242950444,3203.50087085391,68730.0,-0.04347826086956519,139.2826465588655,0.04545454545454541
2010-09-22,3138.5023024597726,3036.3616949832713,3036.3616949832713,3138.5023024597726,16170.0,0.024242424242424176,102.14060747650137,0.03254437869822482
2010-09-23,3138.5023024597726,3138.5023024597726,3064.2182242950444,3138.5023024597726,35470.0,0.0,74.28407816472827,0.023668639053254413
2010-09-24,3138.5023024597726,3064.2182242950444,3064.2182242950444,3138.5023024597726,13020.0,0.0,74.28407816472827,0.023668639053254413
2010-09-27,3129.2167926891816,3064.2182242950444,3064.2182242950444,3129.2167926891816,8920.0,-0.00295857988165682,64.99856839413724,0.020771513353115705
2010-09-28,3138.5023024597726,3129.2167926891816,3082.7892438362264,3138.5023024597726,51710.0,0.0029673590504450953,55.7130586235462,0.01775147928994081
2010-09-29,3157.0733220009547,3157.0733220009547,3138.5023024597726,3166.3588317715457,60190.0,0.00591715976331364,27.8565293117731,0.008823529411764697
2010-09-30,3166.3588317715457,3157.0733220009547,3129.2167926891816,3166.3588317715457,76250.0,0.002941176470588225,37.142039082364136,0.011730205278592363
2010-10-01,3157.0733220009547,3194.215361083319,3138.5023024597726,3194.215361083319,41930.0,-0.0029325513196480912,55.7130586235462,0.017647058823529394
2010-10-04,3157.0733220009547,3157.0733220009547,3119.9312829185906,3157.0733220009547,118300.0,0.0,37.142039082364136,0.011764705882352929
2010-10-05,3157.0733220009547,3064.2182242950444,3064.2182242950444,3157.0733220009547,80080.0,0.0,92.85509770591034,0.029411764705882325
2010-10-06,3203.50087085391,3175.6443415421368,3157.0733220009547,3203.50087085391,118360.0,0.014705882352941124,46.42754885295517,0.014492753623188392
2010-10-07,3212.786380624501,3203.50087085391,3157.0733220009547,3212.786380624501,114000.0,0.0028985507246377384,55.7130586235462,0.01734104046242773
2010-10-08,3203.50087085391,3212.786380624501,3138.5023024597726,3212.786380624501,78190.0,-0.0028901734104046506,74.28407816472827,0.023188405797101425
2010-10-11,3203.50087085391,3147.7878122303637,3119.9312829185906,3203.50087085391,87870.0,0.0,83.5695879353193,0.026086956521739105
2010-10-12,3157.0733220009547,3203.50087085391,3110.6457731479995,3203.50087085391,25530.0,-0.01449275362318836,92.85509770591034,0.029411764705882325
2010-10-13,3184.929851312728,3110.6457731479995,3110.6457731479995,3184.929851312728,49280.0,0.008823529411764675,74.28407816472827,0.02332361516034983
